Fuel_Temperature_K,Cladding_Temperature_K,Moderator_Temperature_K,Boron_ppm,CR_Step,K_eff
732.8056091129098,689.6068815814696,570.2424253972374,243.519899412355,144,1.1144454611990664
681.7306758809286,631.4225073918853,557.2963999500694,771.3123028691026,101,1.0219431489274526
520.3471743782205,587.4080589750417,583.3860815840455,541.0573367432601,99,1.046100314721225
1092.8869644743932,611.9253962360481,580.119971498418,857.9711148074681,151,1.0210269898883608
958.0310105895946,688.708033576042,522.2737132440119,48.235535854027376,78,1.1129018142639924
858.7367777606091,645.4665160778319,578.5670460534891,254.71945415963663,154,1.1090073692411926
588.1436531255337,676.6495110392623,530.5363222555416,204.7610367682081,96,1.1118737546391542
1046.6112598417872,684.2835877065455,525.3214888895662,899.9041469721851,228,1.035717882332963
746.2114186796822,576.9734362721986,552.4951321779199,738.3346827877564,175,1.054146553003339
1030.770650187308,660.9218841890107,520.6971305082732,1206.7519833994247,123,0.975374617381562
1174.6400861254042,628.9935523505238,555.5000209721518,401.98288430675217,108,1.0663156843404538
1013.4559912292248,646.3122414908041,563.1902406955263,1210.6979522332333,220,0.993335821924409
983.55480607434,696.0215545203771,549.5395371165812,952.0095991294032,19,0.8936330536871233
914.6362739024252,656.549912015195,556.0409127778956,654.3548123109517,185,1.0642240938644554
581.0952786436876,566.085242668406,550.8854483393026,1200.5283307937927,156,0.9960128731081018
531.8961799077232,584.2892470511035,514.7407165297788,902.7355697790708,208,1.046759148942254
882.0878813599139,521.2375043758014,569.3333601427425,827.6910982045091,201,1.0419970140251709
706.7836859502904,501.0395644179801,504.3386885528601,565.357577446276,194,1.090910478241306
1066.8872104015695,557.4865964636531,550.4940788396628,928.142141279748,7,0.8916182781032929
525.7710259849879,650.1117358275692,513.5343792628312,1135.3497884484927,110,0.9898729614949024
744.9091802227138,611.7090524621113,590.1037528267555,633.9769749971988,238,1.068525615838778
1146.3807597256532,570.6260107890756,549.4316824000882,385.8748856180559,165,1.096556084846878
823.6243453141736,563.5023899735587,581.266863979824,522.004907154109,237,1.0850508894985582
900.1451559437311,589.6615491885873,598.5439307906362,802.6908093617701,158,1.0255968399222333
621.5528637378186,614.9774978318386,546.7004156718735,767.0577385512073,22,0.9183468472867744
910.6344693058368,554.9376160142816,531.1441462782029,921.7445288417622,61,0.9590640077178344
765.8053884193246,659.9835236874808,580.5308747453652,1132.8383909762556,117,0.9821636282680156
989.2100167717211,691.1518181609833,509.56642911887405,137.96077988821114,161,1.1507854519423748
1070.5799997822342,516.9195962686465,532.0841683541594,973.6312216012948,197,1.0209175355773428
804.726436448776,683.2720882078702,503.9976696086799,905.5155284198084,130,1.022068721782938
529.9672189531817,563.1927410711523,578.0939401103283,670.875659836236,192,1.0684316536245493
1056.0041676891033,634.4327510436399,555.9425109545045,900.3373520366131,207,1.0302602946077304
901.1711261880968,550.5710375113812,579.3738794124831,27.56231467157739,246,1.1614687068855367
836.4609244410065,666.8785207721169,521.172832034094,758.3790911749081,33,0.9317914332177576
979.5311638862212,629.7717683549148,510.4025636204592,674.5819297073599,51,0.9738817380834413
866.9170246503122,555.992747062191,537.4305123454,234.8023623559778,189,1.136835976677868
534.8081980398554,665.9328330113223,500.1902730005282,65.5241650120251,16,1.021619903760347
1056.9577595601345,593.6980084037292,557.8392199617333,486.4672145695319,168,1.079760494614032
949.6001796302772,522.0618744950543,554.6694603437337,275.445065907281,174,1.1193488486571193
562.1171004630187,636.1889405484536,519.0481903421237,909.25727633267,202,1.0422178183411763
1112.1148369989178,573.2369782475705,551.0788219249903,947.8787307867664,55,0.9359530490506316
773.1200752136319,512.1514427255457,517.8929474763568,282.0250818585896,62,1.05504266990423
1130.4328018508625,507.9581837374879,556.6070429241677,413.2819516150168,35,0.9491565165856756
886.3310671544106,576.3357715748041,569.7280067355636,1155.346060459529,18,0.8686779777916549
507.2788145959135,696.6024037750815,585.3858862461112,488.2506108251816,206,1.093768198557722
723.5398586053834,573.1402409350846,529.2376848775408,1122.14477256613,143,0.9985104342435824
697.2117742955609,613.3619896221013,556.9843013393779,119.68678582740192,117,1.1288596978876773
750.3680376995407,617.3052529338825,587.8910214061673,363.6824531677574,216,1.1041816736825474
826.0416064147612,554.229547330606,506.7151696380708,611.830795250685,79,1.0306648570953802
1167.1359691863786,686.7707424644359,573.7372185895338,591.7549958674509,121,1.0419057490285464
1057.4078497182063,662.4899547389315,583.8139068304001,1030.3980021062132,242,1.0135395246268082
653.1529726615034,548.7757689309383,511.1521348518852,554.5286741167201,120,1.0730141453704425
1198.0145691494197,639.2884869315104,583.5976905093798,682.7483038832659,21,0.8917094491811736
908.4479428064022,623.2434060999748,565.4115874933269,193.86636617981625,9,0.9588549741837514
813.5378623571403,653.025792283502,520.751827178133,256.57199031451194,175,1.1351311947521017
932.2119408422092,619.412012140453,598.7098002804461,1062.2725577347749,42,0.8779382116482783
593.6904582379102,649.2135642072993,552.8440616842946,821.8424999705386,246,1.0555905710486166
972.7625544961862,552.8697749102837,578.702339830001,101.59950274764408,128,1.1219941391058788
536.156614427853,511.94784787345526,583.714166444375,50.252569903733445,179,1.1563527349590723
944.3035619593696,631.280254484001,507.9812162121717,1019.5778501174896,159,1.011145024637549
1038.3642132117302,664.6229838824557,592.9973506282352,545.9333958622406,186,1.0649776525205246
1182.778946368151,592.3558245833436,591.9620407289137,171.92546579849636,220,1.1196998984190236
1084.0728342445657,690.6693302399933,561.3993058559881,793.5934431396946,105,1.010179528581379
1188.6417713827668,546.7775595607162,542.6122945306638,573.5591784471698,213,1.0758452545176562
967.6448516114468,689.8843643922146,577.5506573158176,688.1061918343188,146,1.0436311639554352
853.8966315186215,592.4877999685244,548.0937004401933,1012.0778082789716,40,0.9051438355384585
1198.9632345767357,629.5539459050511,594.9128010558127,553.7752375885293,204,1.062099686586758
1065.8497545627174,601.5025396703868,519.4517819107093,1195.1407627637452,188,0.9913207135887816
889.2397348353438,557.0187150392687,567.5703082263622,1001.697081450464,73,0.9583073216711844
814.1333366217059,589.3236403573572,596.552663411293,744.2057992773613,135,1.028525112521664
685.1327966891541,604.1059598394211,538.7421965678501,96.91515911628184,102,1.129745999940864
645.5713572859349,610.5143357695001,527.6610887580171,128.5043502792852,23,0.9976746934633782
1132.5457968502203,640.6706556375856,559.978046040083,864.7071648912869,182,1.028904708258906
721.402884465971,535.7715230529768,508.1442557528245,207.6114895825312,153,1.144055187797135
623.9570213562149,691.7216996608257,564.9458209903196,1184.5166609544451,132,0.9879225171911236
831.2839635850052,531.338385824259,527.7547947501093,328.4444601115966,104,1.0919756711238435
1148.1273789355157,609.6738977190467,510.2039929231738,964.2886718349664,67,0.961703007033344
588.6862345097484,535.5790499104909,542.8265299112365,18.02047182882007,111,1.1530281744496982
531.258724088626,632.8686725071211,500.8413845564664,169.07050811346852,117,1.143492792955204
812.785261570549,618.8793957341533,558.874216649041,809.0394047481578,170,1.0422159261128434
1077.724225414812,530.9179115908019,524.8405486489096,780.6854800660296,41,0.9351707535075744
653.9473853086537,620.6583329465242,598.0717383660469,67.67669245288666,183,1.1396371960371172
693.3664675393408,532.9384723762712,563.3576495293156,911.098082834296,36,0.9059879109245512
628.3646408446359,678.1139701340671,544.273480070523,651.4376305698106,13,0.928925245261814
784.8822375638468,533.6281906572061,579.778500318089,6.672821285733403,214,1.1659943475653654
1138.6933667025214,673.7922857879255,516.5347638132931,559.6210141497102,189,1.080700639075299
1109.9555303856682,606.637614202818,516.750821472715,52.91290041616034,191,1.1716073871400132
882.2863264530552,517.4813959302328,510.93065231479255,506.3472141916829,127,1.0789988753717623
1195.5030343197554,505.3210951324615,512.3355905392121,420.4205551403999,224,1.1059454834816462
1168.3886501761783,653.3635592162428,566.9564651589603,1179.5294436793745,113,0.9672623326821288
1040.4970993358634,640.9163579488015,554.5860272837108,390.55092905333487,119,1.0795655705512242
1105.0619010430669,544.0327690820511,508.3578561823915,1086.27560940975,167,1.0014791494912263
973.714905765548,674.7103965896766,555.4440248787721,814.958744355871,133,1.0278600104485005
1131.23208013559,568.7599247192823,585.8404934701109,11.460903546720727,25,0.9533475240801994
927.8642194239096,665.5748370897684,541.6308950324277,368.9625170543912,73,1.0470296088693034
743.8643851251352,699.7427097309361,578.9987953740192,417.4709188008312,190,1.097214243112922
772.8923878120866,595.694884879505,591.3965520305331,557.7598714200817,84,1.0169799664030983
678.5228907142715,544.4148844705281,584.5206088397117,460.8157218833349,210,1.0943882137763457
1108.9036685548645,536.0510144467185,545.8114196767187,9.053538860165066,153,1.1594434152507431
715.5181473347494,634.686618359591,532.7638273684269,1225.0854657665802,100,0.9657881606685284
702.8561529053069,675.6182124553252,511.4869203322878,464.9979123514257,101,1.0746943348019875
766.3346489032796,627.5901217735252,590.6896915294218,962.9185107390445,68,0.9475623044089996
735.316910334005,511.2312812858069,545.6808407822454,570.0672669055617,134,1.0699200102411257
1190.4851721160262,506.2445725541551,540.7600389287529,1103.7047488593587,26,0.8809015526826328
1100.623306854006,569.1400333684608,525.5576161019354,380.0991561885834,52,1.009932916427796
1196.6314546057797,642.1980305232236,523.2321748474684,406.2298548370237,66,1.0300890196610366
939.9327646460812,657.3593748148759,585.9944353108656,29.66030198331758,164,1.1406833696784346
954.5533867290544,517.6829538289054,551.7964819650327,785.8342623064168,180,1.0450789993650165
1157.2494444350282,631.1580910018562,540.9237111491805,723.5072622544195,45,0.9432674924566182
881.0757503031496,687.3539976626905,563.0081769223524,992.2281661929134,21,0.8858185896408538
1047.934541810476,639.6275456026297,568.4865002593588,508.19968833259577,177,1.0776182604259508
591.2953089556287,699.8307587567012,558.7123782199817,938.3835104881732,104,1.0057559194234242
1103.67654078227,651.671988189464,548.647060240947,411.0022723992212,91,1.0556269380327317
536.8022973925688,615.5137758789181,506.6805774984819,1167.2999549554463,67,0.9498234482908308
877.7950906909382,606.0096414768775,559.6534995126781,817.8324382032283,145,1.0330668516913322
1122.8007663626245,688.1770161289289,570.3683660725679,227.3987358489988,227,1.125034280005394
775.8149969016247,669.3163965867398,501.0141983468349,106.02875556425036,154,1.163937092683992
927.2961090947962,544.2629830108453,515.2011697507222,399.81811716602937,209,1.114063210974506
1012.8368931813995,511.5800625905148,584.8682847054445,526.3757580041565,229,1.0780407764351
651.499264229192,600.5149967261842,549.1963280585275,923.058912213554,23,0.9031701084757096
1028.053840810863,518.9404300342397,543.342062201709,502.9589925100223,4,0.936677117328074
551.9943526227386,687.1019233033842,587.4720572963186,162.80675856412802,78,1.0708054865456187
970.5021045118382,562.5367005436856,564.6632222564982,95.7572953127079,100,1.1099858219010474
1112.779164461425,586.8862563807107,529.5355986687908,319.3545588435485,116,1.0949252061155486
590.243376539875,687.7861607344024,538.0795401945755,631.8519465554749,5,0.9358309281081786
1074.3221259172435,664.3889895534734,567.1382759243314,1.8255189331439807,105,1.1257127343166142
